Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	FNL1	FNL2	EDU	EXP_1	EXP_2	EXP_3	RHAB
女性	44	中部・北陸	5	4	4	4	2	3	3	3	3	2	1	1	1	1	1	1	3	1	2	A	4	4	4	4	4	4	4	4	4	4	4	4	4	-4	-4	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	7	7	1	1	1	7	7	7	1	1	1	1	1	なし	仏教式		大学・大学校	7	1	1	0
男性	54	関東	3	3	3	3	2	2	2	2	5	4	4	4	5	4	4	4	1	3	3	A	3	3	3	3	3	3	4	4	4	3	4	4	3	-1	-1	-1	-1	-1	-2	5	3	3	3	6	3	3	3	6	3	3	3	3	3	3	3	5	4	3	4	4	4	4	3	4	4	3	3	3	なし	仏教式		高等学校	5	1	1	0
男性	28	関東	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	A	7	4	3	3	3	4	4	3	3	3	2	3	4	0	0	0	-1	-1	-1	2	2	5	5	3	4	3	5	3	5	3	3	4	4	3	5	4	3	4	3	4	5	3	4	4	3	3	4	5	なし	その他		大学・大学校	2	1	1	0
男性	50	近畿（関西）	5	4	3	2	2	2	2	2	3	4	4	4	4	3	3	3	3	4	4	B	4	3	3	3	1	4	3	3	3	3	2	1	3	-2	4	0	-1	-2	-3	2	4	3	3	3	3	3	3	3	3	3	3	4	4	3	4	6	6	5	5	5	6	5	4	4	4	5	5	5	創価学会	仏教式		高等学校	3	3	4	3
男性	36	北海道・東北	2	2	3	3	2	4	3	4	4	2	5	3	4	6	5	3	4	3	6	B	4	3	4	5	6	5	3	4	3	4	6	5	4	0	1	-1	2	1	0	4	8	7	6	4	3	5	4	5	8	7	6	7	3	4	4	4	3	5	4	6	5	4	5	3	4	3	5	4	なし	仏教式		高等学校	6	5	4	3
男性	35	近畿（関西）	3	3	3	4	1	3	1	1	5	5	4	4	4	4	7	4	1	5	4	A	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	0	0	0	4	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	6	5	1	0
女性	34	中部・北陸	3	3	2	4	3	3	3	2	5	4	5	3	4	2	4	4	5	4	4	A	4	4	5	4	3	3	4	4	4	3	3	3	4	3	-2	-2	-1	-1	-3	1	6	3	4	4	3	3	3	3	4	3	1	1	9	4	5	5	5	4	6	5	4	4	4	3	2	2	2	4	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	5	5	5	4
男性	52	関東	4	4	2	4	4	4	2	3	6	1	1	1	1	6	1	1	3	1	1	B	3	3	3	3	3	3	3	3	3	3	3	3	3	0	-2	0	0	-3	1	0	10	0	0	0	10	0	0	0	10	0	8	5	0	10	4	5	2	3	6	4	2	6	2	4	5	4	3	3	なし	仏教式		大学・大学校	6	4	1	10
女性	42	近畿（関西）	5	5	4	4	5	4	4	4	7	6	5	5	5	5	4	4	4	4	4	B	5	1	1	4	4	4	2	1	4	3	2	6	4	0	2	1	2	2	2	5	6	4	4	5	5	4	4	5	5	6	6	6	6	6	5	7	3	5	6	6	3	5	2	6	7	5	6	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	7	6	6	7
男性	35	関東	3	3	3	3	1	1	1	1	7	5	1	6	6	1	2	7	1	5	4	A	2	2	1	5	2	1	2	1	1	2	2	3	3	-4	-4	3	4	3	4	5	5	0	5	2	5	0	0	0	7	0	0	0	0	6	5	3	6	1	2	3	3	7	3	3	3	3	3	3	なし	無宗教式		大学・大学校	6	1	1	4
男性	38	近畿（関西）	4	4	2	2	1	4	2	2	5	6	2	3	3	5	6	3	2	3	3	A	5	2	2	2	2	1	2	1	2	1	2	2	2	-4	-4	-3	2	2	-3	0	8	2	0	1	8	0	0	1	9	1	9	8	2	9	2	5	5	5	5	5	3	3	4	5	6	6	5	5	仏教	仏教式		大学院	6	5	1	0
男性	45	中国・四国	4	4	4	3	2	4	4	2	6	6	2	5	5	4	6	3	2	2	2	A	3	2	2	2	3	2	2	3	3	3	1	3	2	1	1	2	0	0	2	0	7	4	3	5	7	2	4	2	8	4	5	6	3	4	5	3	2	4	5	3	2	2	3	5	4	5	3	2	浄土真宗	仏教式		大学・大学校	8	1	1	0
女性	46	近畿（関西）	3	3	3	3	2	2	2	2	5	5	4	5	5	4	5	5	2	5	5	B	4	4	3	2	2	2	2	2	2	2	2	4	4	0	0	0	-4	-3	1	5	5	5	6	4	5	6	5	5	4	6	4	5	5	4	4	5	5	4	4	4	4	5	4	5	5	4	3	3	浄土真宗	仏教式		高等学校	3	3	1	2
女性	50	関東	5	5	5	5	5	5	5	5	6	5	4	4	4	4	4	4	4	4	4	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	4	3	3	3	9	9	8	6	8	8	7	8	8	8	8	8	7	7	7	6	5	3	4	5	5	2	2	2	6	6	7	4	7	なし	無宗教式		大学・大学校	7	6	1	5
女性	46	関東	4	4	3	3	3	3	3	3	6	4	4	4	5	5	4	4	5	4	5	A	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	6	5	5	5	5	6	6	6	5	6	6	5	5	5	5	5	5	4	5	5	5	3	3	3	5	5	5	4	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	2	1	1	0
男性	53	中部・北陸	3	3	3	3	2	1	1	2	4	3	3	5	4	5	3	4	4	2	4	B	4	3	4	3	2	1	4	2	2	2	1	5	4	-2	2	0	-2	0	4	7	6	4	5	5	3	2	3	5	5	5	6	7	5	3	3	4	5	5	4	6	3	1	5	4	5	4	3	5	なし	仏教式		高等学校	2	1	1	0
女性	59	関東	3	3	3	3	1	4	3	3	4	4	4	4	4	4	4	4	4	4	4	B	1	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	-3	-3	-3	-3	0	0	0	5	0	7	0	5	0	7	5	6	3	3	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	6	5	1	0
男性	55	中国・四国	3	3	3	4	4	4	4	3	5	4	3	3	4	4	5	3	3	2	1	A	2	2	2	3	3	3	2	3	3	2	2	4	3	-3	-2	-2	-3	-2	1	2	4	3	0	6	7	0	6	0	8	5	4	6	2	6	5	3	4	4	5	6	3	2	3	5	6	4	5	5	なし	仏教式		大学・大学校	5	2	1	1
女性	50	中部・北陸	4	5	3	4	5	5	5	4	7	7	2	4	4	7	7	4	3	5	5	A	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	-1	4	3	10	6	4	7	10	7	8	4	10	7	7	7	4	7	7	7	1	5	7	5	2	3	3	7	4	6	6	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	8	4	1	0
男性	44	関東	5	5	5	5	5	5	5	5	4	4	2	2	2	3	4	4	4	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	4	4	4	3	4	4	4	4	なし	仏教式		大学・大学校	4	4	1	6
女性	44	関東	2	4	5	4	5	5	3	4	6	6	5	7	4	5	5	7	5	7	7	A	6	1	1	5	5	2	2	2	6	2	4	2	3	4	2	3	3	3	3	3	9	3	0	7	10	0	5	2	10	5	9	8	1	8	2	6	2	6	4	3	3	4	2	4	5	2	6	5	仏教	仏教式		大学・大学校	3	8	1	0
女性	58	関東	4	5	4	3	3	3	3	3	5	5	3	5	5	5	5	5	2	5	4	A	2	2	2	2	2	2	2	2	2	2	2	6	6	4	4	4	4	4	4	6	6	6	6	6	6	5	5	5	6	5	6	6	5	6	5	5	2	6	6	6	2	2	2	4	6	6	4	5	なし	仏教式		大学・大学校	5	3	2	1
女性	57	関東	4	4	3	4	3	5	4	4	4	4	3	4	3	4	4	5	4	4	3	A	3	1	1	1	2	2	2	1	3	1	1	2	1	0	-3	0	0	0	1	5	6	5	5	5	6	5	5	4	7	5	7	6	5	6	6	3	2	5	7	6	1	2	2	5	6	7	5	5	なし	無宗教式		大学・大学校	5	2	1	0
男性	54	関東	5	3	3	4	4	4	4	4	4	3	3	2	3	5	3	3	4	4	4	B	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	0	10	0	0	0	10	0	0	0	10	0	10	10	0	10	5	5	4	5	5	5	3	2	3	5	5	4	5	5	なし	仏教式		大学・大学校	6	3	1	3
男性	54	関東	5	4	4	3	3	4	3	2	4	4	3	3	3	5	4	4	4	3	3	A	2	2	1	1	1	1	1	1	1	1	1	2	1	0	0	0	0	0	0	5	5	5	5	4	7	3	2	5	3	4	4	4	3	5	4	6	2	5	6	4	2	4	3	3	4	4	4	4	仏教	仏教式		大学・大学校	4	1	1	1
男性	60	北海道・東北	3	3	2	2	1	1	1	1	6	5	2	4	5	4	5	4	1	5	5	A	6	3	3	5	4	3	3	4	5	4	2	5	4	-2	-3	-3	-3	-3	-2	4	4	2	1	2	4	1	1	1	6	2	2	1	1	3	3	5	4	4	3	4	4	3	4	4	4	3	3	5	なし	仏教式		大学・大学校	5	3	1	1
女性	36	北海道・東北	5	5	4	4	3	4	4	3	3	3	3	1	4	5	4	4	5	3	3	A	4	1	1	1	1	1	1	1	4	1	1	4	4	0	0	1	1	1	4	5	6	6	0	5	10	0	6	0	10	6	5	6	5	10	5	1	1	6	6	7	1	1	2	4	6	2	6	4	なし	無宗教式		大学・大学校	7	1	1	0
男性	57	中国・四国	5	5	5	5	3	1	1	1	7	7	4	4	4	4	4	7	1	4	4	B	3	3	3	3	3	3	5	3	3	3	3	3	3	2	2	0	1	-1	3	5	8	5	8	5	5	2	5	5	5	5	7	6	0	7	5	5	1	4	6	6	2	3	2	5	6	5	2	2	浄土真宗	仏教式		高等学校	4	1	1	0
女性	32	関東	4	4	4	4	3	4	3	4	6	6	4	4	4	4	4	4	4	3	3	A	3	2	2	2	2	2	2	2	2	2	2	2	2	-3	-3	-3	0	-1	2	5	8	7	8	6	6	6	6	5	6	6	6	6	6	6	4	4	4	4	4	5	3	5	5	5	5	4	4	5	なし	仏教式		大学・大学校	2	7	1	5
男性	60	中部・北陸	3	2	2	3	2	3	3	2	3	3	3	3	4	4	5	4	4	3	3	A	3	3	3	3	3	3	3	3	3	3	2	3	3	0	-1	1	0	0	0	4	6	6	4	5	6	4	6	5	6	6	6	6	5	6	4	5	5	4	4	3	4	4	4	4	5	3	3	5	神道	仏教式		専門学校・高等専門学校（高専）・短期大学	5	1	1	2
男性	49	中部・北陸	1	1	3	3	1	4	4	2	3	4	3	3	4	4	4	4	3	4	4	A	1	1	1	1	1	1	2	1	2	2	2	2	2	-4	-4	-4	-4	-4	-4	0	2	3	3	4	8	3	2	3	8	4	5	4	8	4	3	3	3	3	5	4	4	3	4	3	3	4	3	4	なし	仏教式		高等学校	2	2	1	10
男性	49	関東	3	4	4	4	2	4	2	2	1	1	1	1	1	6	6	1	6	1	1	A	2	2	2	2	2	2	1	1	1	1	1	4	3	-4	1	1	2	2	3	9	7	4	5	7	6	5	3	5	7	6	6	5	4	5	2	2	2	6	6	5	3	5	2	3	6	2	2	1	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	5	4	1	1
男性	50	近畿（関西）	3	3	3	3	3	3	3	3	2	2	3	4	4	4	4	4	4	4	4	A	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	4	4	4	4	4	なし	無宗教式		大学・大学校	1	1	1	0
女性	29	関東	3	4	2	4	4	2	2	2	4	3	3	1	4	4	5	1	3	1	1	B	7	5	4	6	6	4	6	5	7	5	5	7	4	1	2	2	0	0	1	0	5	1	0	0	10	0	1	1	10	2	8	8	0	8	4	5	5	5	6	7	4	2	4	4	6	4	5	5	なし	仏教式		大学・大学校	8	5	2	4
男性	36	近畿（関西）	5	5	5	5	3	5	5	5	5	7	4	5	5	7	7	7	7	7	5	A	1	1	1	4	1	1	1	1	4	1	1	1	1	4	0	4	4	4	4	3	5	10	8	10	5	6	10	10	7	8	10	10	10	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	なし	その他		高等学校	6	3	3	3
男性	38	北海道・東北	3	4	3	4	1	4	4	2	5	2	2	3	4	5	3	2	3	3	1	B	5	2	2	3	2	1	2	1	5	2	1	2	4	-2	-2	-1	-3	0	1	1	9	2	1	2	8	1	4	1	9	5	7	6	4	6	6	5	4	5	6	5	2	3	3	7	5	3	3	4	なし	仏教式		高等学校	6	2	2	2
女性	53	中国・四国	4	4	4	5	5	4	3	5	6	4	2	2	2	4	2	2	4	2	1	A	4	2	1	3	2	3	2	1	1	2	1	3	3	0	2	3	1	3	4	8	6	10	6	6	10	6	10	7	9	10	9	10	9	10	4	6	5	6	6	3	5	5	3	6	3	6	2	5	神	神式（神道式）		高等学校	3	1	1	5
男性	53	関東	3	4	3	3	2	3	3	3	5	4	1	4	5	4	4	1	5	1	1	A	3	3	3	3	3	3	3	3	3	3	3	4	3	1	1	1	1	1	1	5	6	5	0	5	8	0	5	0	8	5	2	5	5	3	5	4	3	4	5	4	3	4	3	4	5	5	3	3	なし	仏教式	祖母の影響	大学院	4	2	1	1
女性	37	中国・四国	2	3	2	3	2	2	2	4	4	5	4	5	5	5	4	4	4	4	4	A	1	2	2	2	2	2	1	2	2	2	2	2	3	0	-2	0	0	0	0	2	1	3	2	1	1	1	1	2	2	3	1	1	2	2	5	3	5	4	6	5	4	2	3	2	2	3	4	4	無信仰	仏教式		高等学校	1	1	1	1
女性	54	関東	2	2	2	2	4	4	4	2	6	6	5	6	4	3	5	5	2	4	4	A	5	6	5	5	5	5	5	5	5	5	5	5	5	0	0	2	1	-4	1	0	2	1	6	2	3	1	2	1	2	2	1	1	1	1	5	5	3	5	5	5	3	3	3	5	5	4	5	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	5	2	1	5
男性	50	九州・沖縄	4	4	2	4	1	4	3	2	7	7	4	5	5	3	5	5	1	5	6	A	5	2	2	3	2	2	3	1	3	2	1	2	2	3	3	2	2	2	3	5	5	5	7	7	5	5	5	5	5	5	5	5	5	5	5	5	2	6	6	3	2	4	3	6	6	6	4	5	浄土真宗本願寺派	仏教式		大学・大学校	5	1	1	6
男性	46	関東	5	4	4	3	3	3	3	3	5	6	5	4	4	4	4	4	4	5	4	A	5	5	4	4	4	4	5	3	3	3	3	4	4	3	0	0	0	1	1	4	5	5	4	9	6	5	8	2	3	1	4	7	6	5	6	5	2	6	6	5	6	5	6	6	5	6	5	5	なし	仏教式		大学・大学校	4	2	1	3
男性	43	関東	4	3	4	3	3	3	3	3	2	3	4	4	3	4	3	3	4	4	4	A	5	4	4	3	4	4	4	2	4	3	4	4	3	-1	-1	0	0	0	-2	5	5	2	5	3	5	0	2	5	6	5	7	5	5	7	4	4	5	3	4	4	5	4	4	4	4	4	4	4	なし	仏教式		高等学校	2	2	2	0
女性	34	近畿（関西）	5	4	4	5	1	5	5	3	4	4	3	2	4	5	6	3	5	4	2	A	2	1	1	1	1	1	1	2	2	1	1	4	3	0	2	3	0	1	0	0	1	1	0	1	7	0	2	2	8	6	6	4	2	6	3	5	2	7	5	7	2	1	1	5	5	3	2	5	なし	仏教式		大学・大学校	1	1	1	3
男性	42	関東	3	4	3	3	3	3	3	3	3	3	4	3	3	4	4	4	4	4	3	A	2	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	1	1	1	7	5	5	6	6	5	5	5	5	5	6	5	5	5	5	5	5	4	5	4	3	4	3	4	4	5	4	3	5	仏教	仏教式		高等学校	4	2	1	1
女性	43	中部・北陸	3	2	2	3	2	2	2	1	1	4	1	1	1	1	4	1	1	1	4	A	3	3	3	3	3	3	3	3	4	3	3	4	4	-2	-2	-2	0	-2	0	8	4	0	0	0	6	0	0	0	10	0	3	3	6	5	3	7	7	1	1	1	5	3	5	4	5	1	1	3	なし	仏教式		大学・大学校	8	1	1	1
女性	25	九州・沖縄	4	5	3	3	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	A	4	3	3	3	3	2	3	3	3	3	2	3	3	0	2	2	2	2	2	5	6	5	5	5	7	5	5	5	7	7	7	6	6	7	4	4	4	4	5	5	2	3	3	6	4	4	4	5	なし	無宗教式		大学・大学校	2	6	1	0
男性	58	近畿（関西）	4	4	3	3	2	2	2	2	4	4	2	3	3	2	5	3	2	3	5	B	3	3	4	4	3	3	3	1	5	3	3	4	3	-3	-2	0	0	0	2	5	7	5	3	6	7	5	5	6	7	5	6	5	4	6	3	4	4	5	5	3	4	3	4	4	5	4	4	4	なし	仏教式		大学・大学校	4	1	1	0
男性	46	関東	3	2	3	3	3	3	3	2	4	5	3	3	4	5	4	3	4	4	3	A	4	3	3	4	3	4	3	4	3	3	4	4	3	0	0	0	0	0	0	4	4	5	4	4	4	4	4	4	4	5	4	5	5	5	5	5	4	5	4	4	3	4	5	5	4	4	4	4	なし	仏教式		大学・大学校	6	4	2	0
女性	24	九州・沖縄	5	5	2	5	4	5	2	5	4	7	4	5	4	7	1	4	7	4	1	A	1	1	1	1	1	1	1	1	6	1	1	1	2	2	2	3	4	4	2	5	10	8	6	8	10	3	8	6	10	7	10	8	5	10	7	4	2	3	7	3	1	2	2	7	4	5	1	3	なし	仏教式		高等学校	3	1	1	2
男性	50	関東	4	4	4	4	4	4	4	4	5	6	4	5	4	4	4	4	4	4	3	B	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	6	7	7	4	6	7	5	6	4	7	5	7	6	5	7	4	4	2	4	5	5	3	2	2	4	5	5	5	4	なし	仏教式		大学・大学校	6	4	1	5
女性	33	中部・北陸	4	4	4	3	1	5	2	4	6	5	2	5	5	7	5	5	1	2	3	B	5	4	3	4	4	3	4	3	4	4	3	4	5	0	0	1	2	2	4	3	5	3	3	5	5	3	3	3	5	3	5	3	1	5	4	7	5	3	4	4	4	4	4	4	5	4	3	4	仏教	仏教式		高等学校	1	1	1	5
女性	43	中国・四国	4	4	3	4	4	4	3	2	5	4	4	4	4	5	6	5	4	4	3	A	5	4	3	3	3	3	3	2	4	3	2	5	4	0	0	1	0	0	1	6	6	6	5	6	6	5	6	5	6	6	6	5	5	6	5	6	4	3	5	5	4	4	3	5	4	5	3	3	なし	仏教式		大学・大学校	5	4	1	5
女性	32	関東	5	5	4	4	3	3	2	4	7	6	4	4	4	7	5	5	6	6	6	A	3	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	5	5	0	0	7	0	2	3	2	2	2	2	2	2	4	4	2	3	3	2	2	2	2	4	5	5	5	4	なし	その他	特になし	中学校	1	1	1	0
女性	34	関東	4	4	4	3	3	3	3	3	4	2	3	3	3	4	3	4	3	3	3	A	2	2	2	1	1	2	2	1	1	1	2	1	1	-4	-4	-4	-4	-4	-4	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	3	5	4	4	5	5	5	4	3	2	2	3	なし	仏教式		大学・大学校	3	4	3	2
男性	55	北海道・東北	5	5	4	4	3	4	4	3	2	2	1	1	1	7	7	1	1	1	1	A	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	7	7	8	6	6	6	6	8	7	8	8	8	9	8	8	5	5	4	4	5	4	3	4	3	5	5	4	4	4	なし	仏教式		高等学校	4	4	1	2
女性	30	近畿（関西）	4	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	A	5	2	2	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	5	5	5	3	6	3	3	2	6	5	5	5	5	5	5	4	2	4	5	5	5	5	5	5	5	5	5	5	なし	仏教式		大学・大学校	5	4	1	1
女性	59	北海道・東北	5	4	4	4	1	2	3	2	4	4	1	1	3	6	4	3	3	3	3	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	8	5	5	5	9	5	5	5	10	5	10	5	5	10	4	7	2	2	3	4	2	2	2	3	4	6	6	6	仏教	仏教式		大学・大学校	2	1	1	2
女性	52	関東	3	3	3	3	3	3	3	3	4	4	3	3	3	3	4	2	4	2	3	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	4	-4	-1	4	6	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	6	1	5	6	5	2	4	1	5	7	6	5	6	なし	仏教式		高等学校	6	4	1	7
男性	51	中部・北陸	1	1	1	3	1	5	3	3	7	4	4	1	7	7	7	4	4	1	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	4	4	4	4	4	4	4	4	4	5	5	なし	無宗教式		高等学校	1	1	1	0
男性	60	中部・北陸	2	2	2	3	2	4	3	2	3	2	1	2	3	4	4	1	4	1	5	A	7	4	4	4	4	4	4	2	4	2	2	7	4	-3	-3	-3	-3	0	0	0	5	0	0	5	8	0	0	0	8	0	1	0	0	6	5	5	5	5	6	5	4	4	3	5	4	4	3	4	なし	仏教式		大学・大学校	6	6	2	10
男性	47	関東	4	5	3	4	1	4	4	3	5	4	3	2	5	7	5	4	1	4	1	A	2	2	2	2	2	2	2	1	3	3	1	2	2	-2	-2	1	1	1	1	4	7	6	3	3	7	2	6	4	7	6	7	8	6	6	5	6	3	5	6	3	1	2	2	6	5	5	2	3	なし	無宗教式		高等学校	5	3	1	2
女性	36	近畿（関西）	4	5	4	4	1	5	4	3	4	3	2	4	3	6	3	3	4	2	2	A	2	2	2	2	2	2	2	2	2	2	1	2	2	-1	-2	-2	0	-2	2	4	7	6	5	6	7	6	6	5	9	5	6	6	5	7	4	6	5	3	4	4	3	6	5	6	3	3	2	2	浄土真宗	仏教式		大学・大学校	4	2	1	1
女性	26	関東	4	4	3	4	5	3	1	3	4	4	2	4	5	7	4	4	2	3	4	A	2	1	1	2	2	2	2	2	3	2	1	2	4	2	2	3	0	3	3	6	5	0	7	5	7	6	7	4	9	9	0	4	1	6	4	5	2	1	5	2	1	4	2	7	4	5	2	4	なし	仏教式		大学・大学校	2	2	1	0
女性	35	関東	4	3	3	4	5	4	4	2	4	3	3	2	3	6	4	3	3	2	2	A	4	3	3	5	5	2	4	2	4	5	2	5	5	-4	-3	0	0	0	1	0	8	5	4	4	10	1	5	0	10	6	9	7	5	6	5	5	2	4	5	5	2	3	3	6	6	5	5	6	なし	仏教式		大学・大学校	1	2	1	1
女性	29	中国・四国	4	4	4	5	2	5	3	2	4	5	4	4	4	4	3	4	4	4	4	A	1	3	1	2	1	2	1	1	1	1	1	2	2	0	0	0	1	1	2	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	2	4	5	4	2	3	4	5	4	4	4	4	なし	仏教式		大学・大学校	5	5	1	2
男性	38	近畿（関西）	5	4	3	3	3	4	4	4	6	6	4	4	4	4	5	4	2	4	3	A	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	2	6	5	5	5	3	3	6	5	6	5	5	なし	その他	法華経	高等学校	4	4	1	0
男性	58	関東	4	4	4	3	3	4	3	3	6	6	4	4	5	5	4	4	3	4	4	A	1	6	1	1	1	1	1	1	2	2	1	2	1	1	1	0	0	1	1	5	5	5	6	4	7	0	6	9	10	6	10	10	5	10	6	6	6	6	6	6	6	6	7	6	6	6	6	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	4	1	1	0
男性	32	近畿（関西）	5	5	5	5	2	5	5	3	4	4	1	2	7	7	7	4	1	1	5	A	7	5	1	4	1	1	1	2	2	1	2	6	3	4	4	4	4	4	4	10	9	6	7	9	9	9	9	9	9	9	8	7	5	5	5	7	4	4	3	4	4	4	4	3	2	5	4	3	無し	無宗教式	無し	高等学校	2	2	1	0
男性	34	関東	5	5	4	3	1	4	4	2	7	4	5	4	4	4	3	4	6	6	5	A	2	3	3	2	3	1	2	3	4	2	3	4	2	-3	-2	1	-1	-2	-2	2	5	2	0	3	6	0	1	0	7	4	6	3	0	7	5	6	2	5	5	4	2	4	4	6	4	4	4	5	なし	仏教式		大学・大学校	5	4	1	0
女性	40	中部・北陸	4	5	3	4	1	2	2	2	4	3	2	2	1	4	5	1	4	1	1	A	3	1	1	1	1	1	1	1	1	1	1	2	2	0	-1	0	0	0	1	6	10	7	0	0	10	0	7	2	10	10	6	7	5	8	4	2	2	5	5	4	3	3	2	6	6	5	4	3	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	5	1	1	1
女性	46	北海道・東北	4	5	4	4	4	4	4	2	7	7	2	6	5	6	6	6	1	6	3	B	4	3	4	2	3	5	5	5	2	3	3	5	3	4	4	4	4	4	4	5	10	8	0	0	10	0	10	0	10	9	9	10	9	9	5	2	2	6	7	6	3	3	2	5	6	5	4	5	幸福の科学	その他	幸福の科学	専門学校・高等専門学校（高専）・短期大学	5	2	1	10
女性	55	関東	1	2	3	2	1	2	2	2	5	4	2	4	3	3	5	4	4	3	4	A	4	3	3	5	5	5	5	3	5	5	3	4	5	-2	-2	-1	0	-1	-2	5	5	3	1	2	8	1	2	1	8	1	3	3	2	5	5	3	4	5	5	4	4	3	3	4	5	4	4	5	なし	仏教式		高等学校	1	1	1	0
女性	20	北海道・東北	5	5	4	4	5	5	4	4	7	7	1	4	3	7	6	5	2	5	3	A	3	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	3	3	3	9	8	8	8	9	8	8	8	9	10	10	8	8	7	8	7	1	1	1	7	7	1	1	1	7	7	7	7	7	なし	仏教式		中学校	4	1	1	0
女性	59	関東	5	5	4	4	5	4	4	3	6	4	3	4	4	7	4	3	4	4	4	A	2	1	1	1	1	1	1	1	2	1	1	1	1	-1	0	1	1	0	2	5	6	6	4	5	6	3	5	4	6	4	6	6	5	6	6	6	3	5	6	5	2	3	1	7	5	5	5	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	5	3	1	1
女性	59	近畿（関西）	3	3	3	3	1	3	3	3	7	7	4	7	4	4	4	7	1	7	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	1	4	7	4	1	4	1	4	4	7	1	4	なし	仏教式		高等学校	1	1	1	0
男性	50	関東	4	5	3	3	4	4	4	3	6	6	4	3	4	5	4	3	4	4	4	A	2	1	2	2	2	1	2	1	1	1	1	2	2	3	0	0	0	1	3	5	5	3	7	5	10	5	3	3	7	5	5	3	3	5	5	6	3	5	5	4	3	3	2	5	5	4	5	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	4	4	1	3
男性	48	関東	4	4	4	4	4	4	2	4	1	2	1	1	1	5	1	1	2	1	1	A	4	1	1	4	2	5	4	1	4	1	1	4	3	2	1	1	1	1	0	5	5	6	4	5	8	7	7	4	8	9	3	8	8	8	3	7	3	1	5	5	5	7	3	7	3	3	3	5	自然崇拝	仏教式		大学・大学校	5	2	1	5
