Gender	Age	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	EXP1	EXP2	EXP3	RHAB
Male	33	4	3	3	3	2	4	3	3	7	7	7	7	7	7	7	7	7	6	6	A	6	6	5	5	6	6	5	4	5	7	4	5	7	4	4	3	4	4	4	10	10	9	10	10	10	10	9	8	10	10	10	10	10	10	1	1	2	6	6	6	6	6	6	6	6	6	6	5	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	3	3	0
Male	23	3	3	2	4	3	3	2	3	4	4	4	4	4	4	4	4	4	4	4	A	4	3	4	3	3	3	5	3	4	4	2	4	2	-1	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	5	4	5	5	4	5	5	4	5	Non-Religious	Other	2	1	1	0
Male	35	4	4	3	3	4	3	3	4	6	5	3	6	6	6	6	7	3	6	6	A	4	4	4	4	4	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	8	4	3	6	6	3	4	4	6	4	7	4	3	6	6	4	3	6	5	6	3	5	3	6	6	6	6	6	Roman Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	5	1	9
Male	40	5	5	4	5	5	5	4	5	7	5	7	6	7	7	7	7	1	6	7	A	7	7	1	7	7	7	6	7	7	7	7	7	1	4	3	0	0	4	4	10	10	10	5	5	5	5	10	0	5	10	10	5	10	10	7	4	7	7	7	7	7	7	5	7	7	7	7	7	Christain	University / College / Undergraduate School (Bachelor Degree)	6	6	1	10
Male	33	3	4	2	5	3	2	3	4	6	5	3	3	6	7	4	4	5	5	7	A	6	6	6	5	5	3	4	6	6	4	4	5	5	4	-1	-2	2	4	2	5	8	7	6	9	7	4	8	5	6	7	8	8	5	7	7	6	6	5	6	4	7	5	6	5	4	7	6	5	Christian	Vocational School / Technical College / Communication College (Associate Degree)	4	3	5	5
Male	20	5	4	2	1	1	3	2	1	1	4	2	1	2	1	4	3	5	6	7	A	2	3	6	7	5	3	3	1	5	6	2	3	7	4	4	-3	4	-2	3	4	3	9	2	9	10	0	5	7	9	10	1	2	0	0	1	2	2	3	1	7	2	3	7	6	1	3	3	1	Islam	Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	7	5	10
Female	20	1	3	5	5	1	3	3	1	3	1	1	1	1	7	1	1	4	2	1	B	5	4	4	5	5	6	5	5	4	5	4	5	6	4	4	4	4	4	4	2	10	8	0	6	10	2	10	2	10	10	10	10	4	10	3	1	4	7	5	7	4	6	4	5	7	3	7	4	Christian	University / College / Undergraduate School (Bachelor Degree)	2	4	4	0
Male	58	4	4	4	4	3	3	4	3	6	7	5	6	5	3	4	4	4	6	4	A	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	4	10	10	10	10	0	0	0	8	5	5	8	4	6	6	3	6	6	6	6	6	5	3	4	5	5	5	6	5	5	catholic	Other	2	1	1	8
Male	50	1	5	1	1	5	5	5	1	2	6	3	7	1	3	2	6	1	6	1	A	3	1	7	1	7	1	1	7	7	7	1	7	1	-4	-4	4	4	-4	-4	10	5	10	5	10	5	0	10	5	10	10	5	10	5	10	7	1	7	1	7	7	1	1	1	7	7	1	7	1	kistran	University / College / Undergraduate School (Bachelor Degree)	7	3	4	4
Male	40	4	2	2	2	4	2	4	2	7	7	4	7	4	2	5	7	1	7	7	A	4	5	6	2	2	2	5	2	3	1	1	1	3	4	4	4	4	4	4	0	7	0	0	1	5	0	0	1	7	0	4	1	2	7	6	1	3	7	7	7	2	1	7	6	6	5	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	2	1	10
Male	35	5	4	5	4	5	3	4	5	6	7	6	7	7	6	7	6	6	7	6	A	1	4	5	6	1	7	5	6	6	6	6	5	6	3	4	3	-3	4	3	9	10	6	9	9	7	5	9	9	8	9	10	9	9	10	6	7	6	4	6	4	6	7	5	6	7	5	4	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	7	6	6
Male	28	3	2	1	5	1	3	4	1	7	7	6	7	7	6	7	7	3	6	5	A	5	5	4	5	4	6	6	1	6	4	1	5	5	0	4	4	0	0	4	5	7	5	10	0	2	0	0	5	5	7	6	7	5	5	7	1	1	5	7	7	3	5	1	6	7	3	6	4	Not religious	Junior High School / Middle School	1	1	1	1
Female	35	5	5	1	5	5	1	4	1	7	7	6	7	6	1	1	7	1	7	6	A	1	1	1	1	1	1	1	1	7	1	1	1	1	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	10	7	1	1	7	7	7	1	1	1	7	6	4	3	5	Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	6	1	10
Male	45	5	5	5	5	5	5	5	5	7	7	7	7	7	7	1	6	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	9	3	0	6	9	2	7	3	9	7	8	6	7	9	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	5	2	10
Male	30	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Newyork	University / College / Undergraduate School (Bachelor Degree)	8	8	8	10
Male	35	5	5	4	4	4	4	4	4	4	5	4	5	5	4	4	5	4	5	4	A	5	5	5	6	5	5	5	6	5	4	7	5	4	3	3	3	0	3	4	8	8	9	6	10	8	8	6	4	9	7	8	8	8	9	5	5	6	6	6	5	5	6	6	4	5	6	7	7	Muslim 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	5	8	4
Male	23	5	4	5	4	4	5	5	4	6	7	6	6	3	5	4	4	5	7	5	A	5	7	5	5	7	5	6	6	4	6	6	7	5	4	4	1	3	4	3	8	7	6	8	6	7	6	7	10	6	10	6	7	9	10	6	7	6	7	7	4	6	6	7	6	7	5	7	4	Christian	University / College / Undergraduate School (Bachelor Degree)	4	7	7	9
Male	30	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	United states	University / College / Undergraduate School (Bachelor Degree)	8	8	8	5
Female	32	2	3	2	3	3	3	4	2	7	7	4	7	7	7	4	4	4	7	7	A	7	2	3	3	2	5	4	4	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	7	7	5	4	Christian 	Other	1	1	1	0
Male	40	5	5	5	5	5	5	5	5	7	7	6	7	7	7	7	7	7	7	7	A	7	7	6	7	6	7	7	6	7	7	7	7	6	4	4	4	0	4	4	10	10	9	10	9	10	10	10	10	10	9	10	9	10	10	7	5	2	7	7	7	7	7	7	7	7	7	6	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	6	2	10
Female	40	5	5	3	5	5	5	5	4	6	6	4	3	4	6	5	7	5	6	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	9	8	2	7	3	10	9	9	8	9	9	9	10	10	4	7	5	6	7	7	7	7	7	7	7	7	7	7	7	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	2	1	10
Female	34	1	3	1	4	5	4	5	1	7	5	6	7	7	3	6	7	1	6	2	A	7	7	3	4	5	3	1	1	6	2	1	6	5	4	4	3	2	4	4	7	10	0	0	8	10	0	0	0	10	0	10	0	0	10	5	1	2	7	5	6	4	5	1	4	3	7	4	7	Christian 	University / College / Undergraduate School (Bachelor Degree)	5	2	1	10
Male	37	5	5	4	5	4	5	5	5	7	7	6	6	7	6	7	6	6	7	7	A	7	7	6	6	7	7	7	6	6	7	7	7	7	3	4	4	4	3	4	10	10	9	9	10	10	10	9	10	10	9	10	10	9	10	7	6	6	7	7	7	7	6	7	7	7	7	6	7	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	8	7	9
Male	23	4	5	5	3	4	4	4	4	6	3	5	3	5	6	5	6	3	5	2	A	6	5	7	4	4	5	4	5	7	4	6	6	5	4	-1	-1	4	0	1	6	6	6	9	4	7	4	3	4	9	7	4	9	3	7	7	4	5	5	7	3	4	4	4	6	5	4	5	6	Christ	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	3	4	4
Male	48	4	4	1	4	1	2	3	3	3	3	3	3	3	5	5	3	5	3	2	A	3	3	4	3	3	3	3	2	3	3	3	3	3	-4	-1	-1	-4	-3	1	5	4	1	0	1	5	1	5	1	6	4	6	5	1	6	6	2	2	6	5	5	2	2	2	5	6	6	6	6	None	University / College / Undergraduate School (Bachelor Degree)	3	2	2	1
Male	35	4	3	2	4	3	3	3	3	6	7	4	5	5	6	5	6	5	5	6	A	4	2	4	5	5	4	1	1	4	3	1	4	3	4	2	0	2	1	2	8	5	5	7	5	7	5	1	1	6	6	6	1	1	4	5	4	2	4	5	5	4	5	2	5	5	4	3	5	christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	1	1	10
Male	42	4	2	1	4	1	1	4	4	4	7	2	7	7	7	7	7	1	7	7	A	5	6	1	1	1	6	1	1	4	5	3	1	4	4	4	0	0	-1	4	0	10	0	0	0	10	0	0	0	1	2	9	1	8	10	7	1	1	7	7	7	1	7	1	6	7	7	6	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	2	1	7
Female	35	5	5	5	5	5	5	5	5	7	7	1	7	7	7	7	7	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	10	5	10	10	10	10	10	10	10	10	5	10	10	7	1	1	7	7	7	1	7	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	8	1	10
Male	58	3	3	3	4	2	4	3	2	6	6	4	3	2	5	3	3	4	2	2	B	2	2	4	4	4	5	4	4	6	4	2	4	4	3	1	3	3	3	3	2	8	1	0	2	8	0	7	1	9	7	7	5	1	8	6	3	6	5	5	5	2	3	3	6	5	6	5	5	Christian	Other	4	2	1	2
Male	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-4	-4	-4	-4	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	7	7	4	7	7	7	6	1	1	7	7	6	4	7	None	Other	4	1	1	0
Female	27	5	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	6	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Cathujloc	University / College / Undergraduate School (Bachelor Degree)	8	7	8	7
Female	29	5	4	5	5	2	4	2	3	6	5	6	4	5	5	6	6	6	6	6	A	5	4	4	5	5	4	5	4	5	5	4	5	5	2	1	0	1	1	2	7	6	6	7	6	7	6	6	7	6	6	7	7	6	7	5	4	5	4	5	4	5	4	5	5	4	5	4	6	Orthodox	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	6	6	4
Male	41	5	3	3	5	5	5	5	5	4	7	4	7	6	7	7	7	6	7	7	A	5	1	1	7	5	4	4	4	7	1	7	5	3	4	4	4	4	0	4	10	5	6	0	5	10	5	5	5	10	10	10	5	10	5	7	5	1	7	7	7	7	7	1	7	7	7	7	7	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	1	1	3
Female	37	4	4	3	4	2	4	4	4	7	7	5	6	4	3	6	6	3	4	6	A	6	2	4	3	3	1	3	2	5	2	2	4	2	3	3	4	3	2	3	8	2	9	5	4	7	2	2	2	8	5	4	3	5	5	5	6	7	6	6	5	4	5	3	5	6	7	5	6	New York	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	3	1	10
Male	52	3	3	2	4	2	3	4	3	6	4	4	5	3	6	2	3	2	5	5	B	2	2	4	3	3	1	3	3	5	3	2	3	3	4	0	3	0	2	1	5	9	1	1	6	6	4	5	5	8	6	7	6	5	7	5	3	1	5	4	6	1	3	1	5	6	5	4	5	Catholic	University / College / Undergraduate School (Bachelor Degree)	5	1	1	10
Male	30	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	1	7	7	7	1	7	7	7	7	7	1	7	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	6	1	10
Male	40	1	1	2	2	3	2	2	3	5	4	4	3	5	5	3	3	5	7	6	A	4	5	4	4	3	4	4	4	5	6	4	5	5	0	2	4	0	0	2	10	8	8	5	1	2	7	3	7	4	5	7	3	7	8	6	6	7	4	5	6	5	4	4	4	5	6	6	4	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	1	1	9
Male	36	3	2	3	2	3	3	3	2	2	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	2	2	1
Male	40	5	4	4	4	4	4	4	4	7	7	6	6	7	6	7	6	7	7	6	A	6	6	6	6	6	6	6	6	6	2	5	5	6	4	4	3	3	4	3	7	8	9	10	6	7	9	8	8	9	8	6	1	7	9	6	2	2	5	6	6	6	5	6	6	5	6	6	5	Christian	University / College / Undergraduate School (Bachelor Degree)	7	7	5	3
Male	35	3	5	2	5	5	5	5	5	4	7	7	7	7	1	7	7	1	7	7	A	7	7	7	7	6	7	7	7	7	7	7	6	7	4	4	4	4	4	4	10	10	3	0	0	5	1	0	0	2	7	10	3	4	9	7	6	1	7	7	7	1	7	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	8	1	10
Male	27	4	3	4	4	3	5	4	4	6	6	5	7	6	3	6	5	6	7	7	A	6	6	7	1	2	7	1	2	1	1	1	1	1	3	4	3	3	3	2	9	3	10	8	8	9	8	9	9	9	8	9	2	10	9	5	1	6	6	6	6	5	6	6	4	7	6	6	6	Spirituality	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	3
Female	25	3	3	3	3	3	3	3	3	2	2	6	2	2	2	2	2	2	2	2	B	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	3	3	3	3	3	3	3	3	3	None	Other	1	1	1	0
Female	38	3	4	2	5	2	4	5	1	4	7	4	3	1	5	4	4	4	4	1	A	4	1	4	3	2	1	1	1	1	1	1	1	4	3	0	1	2	1	4	0	9	0	0	5	7	0	5	1	10	6	10	6	6	10	7	1	1	7	7	7	1	4	1	7	7	7	4	7	Christian 	University / College / Undergraduate School (Bachelor Degree)	2	1	1	10
Male	40	3	3	3	3	5	3	3	3	4	5	2	4	3	2	2	3	4	3	5	A	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	10	0	0	0	10	0	0	0	10	0	5	0	0	10	7	5	5	6	6	5	4	4	3	5	7	5	6	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	1	1	10
Male	57	1	3	1	4	3	4	3	2	7	6	4	7	6	1	4	7	3	6	4	A	7	6	7	7	7	7	7	5	7	7	3	7	6	4	3	4	4	4	3	2	2	0	0	1	5	0	0	1	7	8	3	0	0	2	7	4	5	5	6	6	2	4	2	6	4	6	4	5	catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	1	1	10
Female	21	2	4	1	5	5	5	4	3	6	2	1	5	4	7	5	5	2	5	3	A	7	6	5	4	4	3	2	3	7	1	1	2	3	0	4	4	4	4	4	10	5	5	0	0	5	0	0	2	10	7	10	5	5	10	7	1	1	6	6	7	1	7	1	7	7	4	5	5	N/A	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Male	28	4	3	1	1	1	1	1	1	7	7	4	7	7	1	7	7	1	1	7	A	7	7	7	4	4	5	4	4	7	4	3	4	4	4	4	4	4	4	-4	10	7	0	0	0	0	0	0	0	10	0	10	0	0	10	7	3	2	7	7	7	3	7	1	5	7	7	5	6	Christian	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	10
Female	25	5	5	5	5	4	5	5	4	7	7	6	7	7	5	7	7	7	7	7	A	1	1	2	2	2	2	1	1	1	1	1	3	1	4	3	4	4	4	2	2	6	8	9	4	1	2	8	7	7	3	2	4	1	5	1	3	7	7	7	7	7	7	7	7	7	7	7	7	Catholic 	University / College / Undergraduate School (Bachelor Degree)	2	2	3	5
Female	35	5	5	5	5	5	4	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	5	7	7	7	7	7	7	7	7	7	7	7	7	Christianity	University / College / Undergraduate School (Bachelor Degree)	7	6	6	8
Female	24	1	1	1	3	2	2	3	1	6	4	4	4	6	4	4	4	6	4	2	B	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	0	0	0	5	0	0	0	10	0	5	3	3	3	4	2	3	6	7	7	3	3	1	5	7	5	5	4	Christian 	University / College / Undergraduate School (Bachelor Degree)	1	1	1	10
Male	30	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	1	1	7	7	7	7	7	7	1	7	7	7	7	Protestant	University / College / Undergraduate School (Bachelor Degree)	8	7	6	10
Male	50	4	4	2	5	5	3	4	2	5	3	1	1	4	6	5	2	2	2	1	B	5	5	5	6	5	5	4	3	6	5	3	6	5	1	1	3	0	0	-1	0	5	0	0	0	5	0	0	1	8	5	1	0	0	5	6	2	2	5	6	6	3	3	2	6	7	6	5	5	christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	3	1	2
Male	43	5	3	4	4	3	4	4	5	7	7	4	7	6	7	7	6	4	6	7	A	7	1	6	1	6	5	6	7	4	3	6	7	7	4	-4	4	4	4	4	7	5	2	9	5	2	0	6	9	6	4	1	9	8	9	5	6	5	5	6	5	6	6	4	6	7	6	1	5	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	2	1	10
Male	32	4	5	3	4	4	5	5	4	5	7	6	6	7	7	6	5	5	6	6	A	7	6	7	6	5	7	6	7	5	7	6	7	7	3	4	0	2	4	4	8	9	10	10	10	10	10	9	6	7	9	10	7	9	8	7	6	5	6	7	7	6	7	7	7	7	5	6	7	informatique 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	7	8	8
Male	35	4	4	4	4	4	3	4	4	7	7	4	7	7	7	4	7	4	7	4	B	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Baptist 	Other	4	1	1	5
Female	40	1	1	1	1	2	1	2	4	1	3	1	2	6	6	6	6	2	5	3	A	1	2	3	1	2	3	1	1	3	1	1	2	5	4	4	4	4	4	4	0	8	0	0	0	10	0	0	0	10	7	8	8	8	5	7	4	1	3	7	4	1	2	3	7	7	7	4	5	Unsure 	University / College / Undergraduate School (Bachelor Degree)	5	5	1	0
Male	40	4	5	3	4	5	4	3	4	6	5	7	6	5	7	6	5	7	6	5	A	6	5	7	6	5	6	7	5	6	7	6	6	5	2	3	4	3	2	3	8	9	10	9	8	8	9	10	9	8	9	10	8	9	9	6	5	7	6	5	6	7	6	5	6	7	6	6	7	catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	6	5	10
Male	41	5	5	4	4	5	5	4	2	7	5	6	7	5	3	5	7	7	5	5	A	7	5	6	5	4	7	3	3	6	3	1	4	5	4	4	4	3	3	4	1	7	0	0	1	6	0	1	6	8	0	3	1	1	6	7	6	2	6	7	6	2	3	2	6	6	7	7	6	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	7	1	10
Male	20	2	3	3	4	4	4	3	1	6	4	2	6	6	2	3	5	4	4	2	A	3	4	4	4	3	3	4	4	4	4	4	5	5	3	3	3	2	2	2	7	9	2	1	1	7	1	6	0	9	5	6	2	2	4	6	2	6	6	6	6	4	3	1	6	5	6	3	5	Christianity 	Junior High School / Middle School	4	5	5	10
Female	25	5	5	5	5	5	5	5	5	7	5	5	6	6	4	6	4	6	4	4	B	4	1	1	1	1	1	1	1	1	1	1	1	1	-4	4	4	0	4	4	0	5	0	0	5	5	0	0	5	8	5	9	1	2	8	7	1	7	7	7	7	1	5	1	7	7	7	4	6	None	Junior High School / Middle School	1	1	1	0
Male	33	1	3	1	5	4	4	4	1	7	7	6	7	7	2	5	6	1	7	7	A	1	1	2	1	1	1	1	1	6	1	1	1	1	4	3	4	4	4	4	9	10	10	8	8	9	7	8	8	9	9	9	8	9	8	6	6	1	5	7	6	7	5	1	7	7	6	7	7	Islam	University / College / Undergraduate School (Bachelor Degree)	5	1	1	10
Male	45	5	3	2	5	4	3	4	2	7	7	5	6	3	3	5	6	2	5	7	A	1	1	3	1	3	3	2	1	1	2	1	1	1	4	4	3	3	3	3	10	5	8	0	2	1	1	0	0	0	0	3	1	0	5	7	5	4	3	5	4	6	6	7	6	5	6	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	7	4	2	3
Male	40	4	5	4	4	3	4	5	5	6	6	6	7	6	6	6	6	3	6	2	A	6	5	5	2	2	2	3	2	2	2	5	5	2	2	3	3	3	-2	-2	9	5	9	8	9	2	9	8	8	0	4	8	4	8	8	5	2	3	2	6	6	2	6	2	5	5	5	1	6	Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	3	1	8
Male	36	2	2	3	3	1	1	1	1	1	4	5	2	3	4	4	3	3	2	2	A	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1	1	2	3	1	5	6	0	0	0	5	0	5	0	5	5	5	5	2	3	6	1	4	3	3	3	1	3	1	3	4	3	4	3	None	Vocational School / Technical College / Communication College (Associate Degree)	2	2	1	1
Female	26	3	5	1	4	2	4	5	3	6	5	7	4	3	7	5	5	2	7	6	A	5	4	4	3	7	2	4	1	6	3	4	3	2	0	1	4	4	3	-3	9	2	6	7	0	5	7	10	8	10	5	4	8	8	4	7	5	6	2	4	5	7	5	1	6	4	7	1	3	none	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	3
Male	41	5	4	5	4	4	5	5	5	7	6	5	4	5	6	4	7	5	7	5	A	7	6	5	7	6	5	5	5	7	7	5	7	7	4	4	1	0	3	1	10	8	9	10	7	10	8	10	8	4	5	10	7	9	10	7	7	5	5	7	5	7	5	7	7	7	4	4	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	6	8	10
Male	20	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	A	3	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	N/A	University / College / Undergraduate School (Bachelor Degree)	7	6	6	5
Male	57	4	4	3	5	3	3	5	3	7	7	4	7	7	7	7	7	1	4	7	A	4	1	4	4	4	2	2	1	2	1	1	1	1	4	4	4	4	4	4	10	10	10	5	5	10	5	10	5	6	10	5	10	10	10	6	4	1	7	6	7	2	5	1	7	7	6	6	6	Roman CatholicH.S. Graad.	Other	3	1	1	10
Female	21	4	4	3	5	2	4	4	2	6	2	6	2	1	5	1	3	4	2	4	A	3	3	3	3	3	3	3	3	3	3	3	3	3	-2	0	3	2	3	0	0	8	5	0	5	6	0	5	6	8	8	8	8	5	8	6	2	2	6	2	6	2	2	2	6	6	6	6	6	atheist 	University / College / Undergraduate School (Bachelor Degree)	4	1	1	0
Male	42	4	3	4	4	4	4	3	3	5	7	6	6	6	5	6	5	6	5	5	A	5	5	4	4	5	4	4	5	5	5	4	5	5	1	1	1	1	2	2	7	7	7	6	7	7	7	8	7	7	7	7	8	7	7	6	5	5	5	5	5	5	5	5	6	5	6	5	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	6	6	6
Female	24	5	5	2	5	3	4	2	1	7	5	2	4	4	7	2	3	4	4	5	A	5	3	1	1	1	5	1	1	1	1	1	1	5	3	4	4	4	4	4	0	10	0	0	6	10	3	0	6	10	5	10	5	0	10	7	1	1	7	7	7	4	3	1	7	7	7	7	7	Christian	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	5
Female	35	1	1	1	4	1	3	3	4	7	7	4	7	7	1	7	7	1	7	7	A	4	1	7	1	1	1	1	1	4	1	1	1	1	4	4	4	3	4	4	5	9	5	0	0	0	0	0	10	7	5	6	0	8	5	7	2	1	6	7	7	2	4	1	6	7	7	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	7	2	1	10
Male	38	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	6	5	4	A	7	6	5	4	7	7	7	7	7	6	5	7	6	4	4	4	4	4	4	9	10	9	8	7	10	10	8	10	10	9	9	10	8	10	7	6	5	6	7	6	7	7	7	7	7	7	7	7	Northeast 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	8	8	10
Male	30	2	1	4	5	3	3	2	2	6	7	6	4	4	2	4	6	6	4	5	A	7	3	5	3	6	3	5	4	5	7	4	5	3	4	-1	3	4	1	3	9	5	8	7	9	4	2	7	5	7	4	6	1	3	2	5	3	2	6	5	2	1	4	2	1	2	3	2	4	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	4	6	6
Male	40	5	5	4	5	1	4	5	3	7	7	4	6	6	7	6	6	1	6	2	A	1	1	1	1	1	1	1	1	3	1	1	1	1	4	4	4	4	4	4	0	8	0	0	1	8	0	1	0	9	0	9	0	0	8	7	1	1	7	7	7	1	1	1	7	7	6	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	7	1	10
Male	45	5	5	4	5	4	4	5	4	6	7	7	6	7	6	7	6	7	6	7	A	4	4	4	4	4	3	3	4	3	4	4	3	4	3	2	1	0	1	1	7	8	8	7	7	8	8	7	7	8	8	7	8	8	8	5	5	6	6	5	5	4	5	4	5	5	4	5	5	Jewish	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	6	6	6
